Company,Instrument,Credit Rating,1Y Range,% Assets
8.1% Uttar Pradesh State 2020,State Development Loan,SOV,2.99 - 3.10,3.05
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,2.58 - 2.67,2.62
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.30,2.28
7.42% REC 2020,Bonds,AAA,1.96 - 2.04,2.01
SIDBI 2020,Securitised Debt,A1+,0.00 - 1.63,1.62
8.9% Reliance Home Finance 2020,Debenture,D,0.00 - 1.08,1.08
8.7% Reliance Home Finance 2020,Debenture,D,0.00 - 0.67,0.67
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 0.66,0.62
7.42% Power Finance Corp. 2020,Debenture,AAA,0.00 - 0.61,0.6
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 0.35,0.35
8.19% Uttar Pradesh State 2020,State Development Loan,SOV,0.20 - 0.21,0.2
7.83% Hero FinCorp 2020,Bonds,AA+,0.20 - 0.20,0.2
1051. SBI Dual Advantage Fund Series XXIV - Regular Plan,,,,
Shriram City Union Finance 2020,Debenture,AA+,9.13 - 9.33,9.31
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,8.87 - 9.36,8.87
8.0061% Fullerton India Credit 2020,Debenture,AAA,8.11 - 8.69,8.11
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,6.18 - 6.51,6.18
7.5% Cholamandalam Invest. & Fin. 2020,Debenture,AA+,6.14 - 6.50,6.14
8.44% Uttar Pradesh State 2020,State Development Loan,SOV,5.91 - 6.34,5.91
7.5% Power Finance Corp. 2020,Bonds,AAA,5.18 - 5.48,5.18
8.42% Andhra Pradesh State 2020,State Development Loan,SOV,5.03 - 5.40,5.03
8.36% REC 2020,Debenture,AAA,4.17 - 4.46,4.17
7.8555% Mahindra Rural Housing Finance 2020,Debenture,AA+,4.07 - 4.32,4.07
8.37% REC 2020,Bonds,AAA,2.50 - 2.68,2.5
8.7% Uttar Pradesh State 2020,State Development Loan,SOV,2.15 - 2.31,2.15
8.4% Larsen & Toubro 2020,Debenture,AAA,2.10 - 2.23,2.1
8.42% Maharashtra State 2020,State Development Loan,SOV,1.90 - 2.03,1.9
8.36% Power Finance Corp. 2020,Bonds,AAA,1.88 - 2.00,1.88
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 1.75,1.74
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.63,1.62
8.45% Power Finance Corp. 2020,Bonds,AAA,1.25 - 1.34,1.25
8.67% LIC Housing Fin. 2020,Debenture,AAA,0.84 - 0.89,0.84
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 0.79,0.75
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 0.51,0.51
7.42% REC 2020,Bonds,AAA,0.00 - 0.43,0.41
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 0.40,0.32
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 0.40,0.2
7.21% HUDCO 2020,Bonds,AAA,0.12 - 0.13,0.12
1052. SBI Dual Advantage Fund Series XXIX - Regular Plan,,,,
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,9.23 - 9.73,9.23
9.1% Shriram Transport Finance 2021,Debenture,AA+,8.64 - 9.58,8.73
TMF Holdings 2021,Debenture,AA-,0.00 - 8.41,8.32
7.62% Odisha State,State Development Loan,SOV,8.31 - 8.77,8.31
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,8.27 - 8.77,8.27
8.5% Vedanta 2021,Debenture,AA,8.04 - 8.59,8.04
8.82% Aditya Birla Housing Finance 2021,Debenture,AAA,5.94 - 6.10,6.04
Fullerton India Credit 2021,Deep Discount Bonds,AAA,5.92 - 6.06,5.97
Mahindra Rural Housing Finance 2021,Debenture,AA+,5.43 - 5.79,5.43
7.13% REC 2020,Bonds,AAA,0.00 - 3.39,3.27
8.3873% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 2.24,2.24
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 1.58,1.57
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.39,1.38
7.75% Power Finance Corp. 2021,Debenture,AAA,1.31 - 1.38,1.31
7.62% Maharashtra State 2021,State Development Loan,SOV,1.11 - 1.17,1.11
8.36% Ultratech Cement 2021,Debenture,AAA,0.78 - 0.82,0.78
8.6041% Bajaj Housing Finance 2021,Non Convertible Debenture,AAA,0.67 - 0.71,0.67
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.33 - 0.35,0.33
1053. SBI Dual Advantage Fund Series XXV - Regular Plan,,,,
Shriram Transport Finance 2021,Debenture,AA+,9.71 - 10.00,9.92
8.39% Rajasthan State 2021,State Development Loan,SOV,9.13 - 9.69,9.13
6.95% Reliance Industries 2020,Debenture,AAA,9.00 - 9.46,9
8.0874% Cholamandalam Invest. & Fin. 2021,Debenture,AA+,8.90 - 9.39,8.9
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 7.39,7.39
7.14% HUDCO 2020,Non Convertible Debenture,AAA,7.27 - 7.62,7.27
7.08% SIDBI 2020,Non Convertible Debenture,AAA,5.90 - 6.18,5.9
Hero FinCorp 2021,Debenture,AA+,4.99 - 5.14,5.13
8.15% Energy Efficiency Services 2021,Debenture,AA-,0.00 - 4.06,3.87
8.21% Rajasthan State 2021,State Development Loan,SOV,3.13 - 3.32,3.13
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,1.97 - 2.07,1.97
8.32% Power Grid Corporation 2020,Bonds,AAA,1.48 - 1.56,1.48
8.43% Uttar Pradesh State 2021,State Development Loan,SOV,1.35 - 1.44,1.35
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,1.31 - 1.35,1.35
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 1.29,1.28
8.37% REC 2020,Bonds,AAA,0.00 - 1.08,1.03
Axis Finance 2021,Bonds/NCDs,AAA,0.87 - 0.90,0.9
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 0.73,0.73
7.21% HUDCO 2020,Bonds,AAA,0.35 - 0.37,0.35
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 0.27,0.27
1054. SBI Dual Advantage Fund Series XXVI - Regular Plan,,,,
8.39% Rajasthan State 2021,State Development Loan,SOV,10.62 - 11.29,10.62
Bharti Telecom 2021,Zero Coupon Bonds,AA+,9.85 - 10.10,9.99
8.0874% Cholamandalam Invest. & Fin. 2021,Debenture,AA+,8.76 - 9.25,8.76
Tata Realty and Infrastructure 2021,Zero Coupon Bonds,AA,8.21 - 8.35,8.31
6.95% Reliance Industries 2020,Debenture,AAA,8.12 - 8.54,8.12
PNB Housing Finance 2021,Zero Coupon Bonds,AA+,0.00 - 7.69,7.64
6.99% REC 2020,Debenture,AAA,6.40 - 6.73,6.4
Fullerton India Home Finance 2021,Debenture,AA+,5.50 - 5.57,5.52
Fullerton India Credit 2021,Debenture,AAA,5.19 - 5.31,5.24
8.51% Uttar Pradesh State 2021,State Development Loan,SOV,3.04 - 3.23,3.04
7.56% Tube Investments Of India 2020,Debenture,AA+,2.44 - 2.60,2.44
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,1.83 - 1.93,1.83
7.6% REC 2021,Bonds/NCDs,AAA,1.24 - 1.30,1.24
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 1.14,1.14
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 1.02,1.01
8.8% REC 2020,Bonds,AAA,0.00 - 0.53,0.5
8.75% Muthoot Finance 2020,Debenture,AA,0.44 - 0.47,0.44
7.21% HUDCO 2020,Bonds,AAA,0.40 - 0.42,0.4
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 0.14,0.14
1055. SBI Dual Advantage Fund Series XXVII - Regular Plan,,,,
8.39% Rajasthan State 2021,State Development Loan,SOV,14.44 - 15.39,14.44
Cholamandalam Invest. & Fin. 2021,Debenture,AA+,10.09 - 10.36,10.26
Shriram Transport Finance 2021,Debenture,AA+,9.85 - 10.12,10.01
ONGC Petro Additions 2021,Debenture,AAA,9.11 - 9.73,9.11
8.5% Vedanta 2021,Debenture,AA,9.02 - 9.66,9.02
8.3% L&T Housing Finance 2021,Debenture,AAA,8.15 - 8.74,8.15
7.73% Power Finance Corp. 2021,Debenture,AAA,6.44 - 6.81,6.44
Bharti Telecom 2021,Zero Coupon Bonds,AA+,5.08 - 5.21,5.15
8.5574% Mahindra Rural Housing Finance 2021,Debenture,AA+,4.53 - 4.84,4.53
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.04,2.02
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 1.35,1.34
LIC Housing Fin. 2021,Debenture,AAA,1.02 - 1.06,1.05
7.68% HUDCO 2021,Debenture,AAA,0.60 - 0.63,0.6
6.81% HUDCO 2020,Bonds,AAA,0.55 - 0.58,0.55
Kotak Mahindra Bank 2020,Certificate of Deposit,A1+,0.00 - 0.35,0.35
1056. SBI Dual Advantage Fund Series XXVIII - Regular Plan,,,,
Cholamandalam Invest. & Fin. 2021,Debenture,AA+,9.38 - 9.62,9.54
TMF Holdings 2021,Debenture,AA-,0.00 - 8.84,8.74
Mahindra Rural Housing Finance 2021,Debenture,AA+,8.47 - 9.09,8.47
8.4% Tata Motors 2021,Debenture,AA-,0.00 - 8.49,8.38
8.36% West Bengal State 2021,State Development Loan,SOV,8.17 - 8.72,8.17
7.73% Power Finance Corp. 2021,Debenture,AAA,7.52 - 7.98,7.52
8.44% West Bengal State 2021,State Development Loan,SOV,6.42 - 6.85,6.42
8.85% Aditya Birla Housing Finance 2021,Debenture,AAA,5.64 - 5.76,5.72
8.55% Shriram Transport Finance 2021,Non Convertible Debenture,AA+,5.40 - 5.97,5.45
7.18% REC 2021,Debenture,AAA,4.52 - 4.78,4.52
8.5% Vedanta 2021,Debenture,AA,2.79 - 3.00,2.79
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.74,2.72
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 1.11,1.11
Kotak Mahindra Bank 2020,Certificate of Deposit,A1+,0.00 - 1.10,1.09
7.65% SIDBI 2021,Debenture,AAA,1.03 - 1.09,1.03
8.4% Power Grid Corporation 2021,Debenture,AAA,0.58 - 0.61,0.58
7.42% REC 2020,Bonds,AAA,0.00 - 0.60,0.57
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 0.24,0.23
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 0.11,0.11
1057. SBI Dual Advantage Fund Series XXX - Regular Plan,,,,
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,9.04 - 9.18,9.11
TMF Holdings 2021,Debenture,AA-,0.00 - 9.15,9.05
9.7521% Mahindra Rural Housing Finance 2021,Debenture,AA+,8.46 - 9.06,8.46
7.47% Power Finance Corp. 2021,Bonds,AAA,8.37 - 8.77,8.38
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 8.22,8.11
HDB Financial Services 2021,Bonds/NCDs,AAA,7.81 - 8.12,8.1
8.5% Vedanta 2021,Non Convertible Debenture,AA,7.05 - 7.53,7.05
Sundaram Bnp Paribas Home Finance 2021,Debenture,AA+,0.00 - 6.70,6.7
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,6.02 - 6.36,6.02
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 3.93,3.9
Kotak Mahindra Bank 2020,Certificate of Deposit,A1+,0.00 - 2.77,2.75
Aditya Birla Housing Finance 2021,Debenture,AAA,2.60 - 2.66,2.64
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,1.21 - 1.28,1.21
7.6% REC 2021,Bonds/NCDs,AAA,0.00 - 1.23,1.2
1058. SBI Dynamic Asset Allocation Fund - Regular Plan,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 24.38,24.38
7.17% GOI 2028,GOI Securities,SOV,0.00 - 44.86,23.99
7.65% Federal Bank 370-D,Term Deposits,-,0.00 - 3.67,3.67
7.64% Federal Bank 370-D,Term Deposits,-,0.00 - 2.94,2.94
7.64% Federal Bank 377-D,Term Deposits,-,0.00 - 0.73,0.73
1060. SBI Equity Hybrid Fund,,,,
6.79% GOI 2029,GOI Securities,SOV,0.00 - 2.34,2.15
9.15% ICICI Bank,Debenture,AA+,1.22 - 1.35,1.22
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 1.21,1.21
7.26% GOI 2029,GOI Securities,SOV,0.00 - 5.81,1.04
7.32% GOI 2024,GOI Securities,SOV,0.00 - 2.27,1.02
HDFC Bank 2028,Debenture,AAA,0.00 - 0.99,0.94
8.45% REC 2022,Debenture,AAA,0.00 - 1.04,0.87
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.75 - 1.01,0.75
8.23% IRFC 2029,Debenture,AAA,0.00 - 0.72,0.68
8.75% Muthoot Finance 2020,Debenture,AA,0.31 - 0.66,0.63
7.57% GOI 2033,GOI Securities,SOV,0.00 - 1.12,0.6
8.6% IDFC Infrastructure Finance 2024,Debenture,AAA,0.00 - 0.59,0.59
TMF Holdings 2022,Zero Coupon Bonds,AA-,0.00 - 0.57,0.57
2% Tata Steel 2022,Debenture,AA,0.00 - 0.57,0.57
8.37% HUDCO 2029,Debenture,AAA,0.00 - 0.58,0.55
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 0.49,0.49
12.3% Sterlite Power Grid Ventures 2022,Debenture,A+,0.00 - 0.51,0.49
8% HDFC Credila Financial Services 2022,Debenture,AAA,0.49 - 0.53,0.49
8.75% LIC Housing Fin. 2028,Debenture,AAA,0.00 - 0.73,0.48
6.68% GOI 2031,GOI Securities,SOV,0.00 - 0.48,0.48
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 0.48,0.46
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 0.44,0.43
8.1% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 0.43,0.41
10.99% Andhra Bank 2050,Bonds,A+,0.00 - 0.37,0.35
8.83% REC 2022,Non Convertible Debenture,AAA,0.34 - 0.37,0.34
1061. SBI Equity Savings Fund - Regular Plan,,,,
8.75% Muthoot Finance 2020,Debenture,AA,0.74 - 4.06,4.06
Bharti Telecom 2020,Debenture,AA+,2.20 - 3.32,3.32
8.45% IRFC 2028,Debenture,AAA,0.00 - 1.53,1.53
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 1.46,1.46
7.32% GOI 2024,GOI Securities,SOV,0.00 - 1.21,1.21
KKR India Financial Services 2020,Structured Obligation,AA+,0.73 - 1.11,1.11
9.45% State Bank of India,Debenture,AA+,0.00 - 0.90,0.9
8.35% REC 2022,Debenture,AAA,0.00 - 0.94,0.89
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 0.89,0.89
8.6% Equitas Small Finance Bank 365-D,Term Deposits,-,0.00 - 0.87,0.87
8.94% AU Small Finance Bank 375-D,Term Deposits,-,0.00 - 0.58,0.58
8.55% Equitas Small Finance Bank 365-D,Term Deposits,-,0.00 - 0.58,0.58
7.96% AU Small Finance Bank 372-D,Term Deposits,-,0.00 - 0.29,0.29
8.27% Federal Bank 551-D,Term Deposits,-,0.00 - 0.29,0.29
8.27% Federal Bank 557-D,Term Deposits,-,0.00 - 0.29,0.29
8.27% Federal Bank 563-D,Term Deposits,-,0.00 - 0.29,0.29
8.27% Federal Bank 578-D,Term Deposits,-,0.00 - 0.29,0.29
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,0.20 - 0.29,0.29
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.06 - 0.08,0.08
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
1080. SBI Magnum Children's Benefit Fund,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 32.81,32.81
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 8.21,8.21
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 8.22,8.09
11.25% Syndicate Bank 2050,Debenture,A+,0.00 - 6.55,6.43
8.75% Muthoot Finance 2020,Debenture,AA,4.98 - 5.26,5.11
9.15% ICICI Bank,Debenture,AA+,4.76 - 7.91,4.76
9.55% Hindalco Inds. 2022,Bonds/NCDs,AA,3.97 - 4.17,4.07
8.7% Reliance Home Finance 2020,Debenture,D,0.00 - 1.19,1.19
1094. Shriram Balanced Advantage Fund - Regular Plan,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 10.67,10.36
9.22% LIC Housing Fin. 2024,Debenture,AAA,5.29 - 5.44,5.29
8.7% LIC Housing Fin. 2029,Debenture,AAA,2.86 - 2.97,2.86
8.55% HDFC 2029,Debenture,AAA,2.32 - 2.41,2.32
HDFC 2028,Debenture,AAA,1.32 - 1.38,1.32
1095. Shriram Hybrid Equity Fund,,,,
9.22% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 5.58,5.33
8.61% LIC Housing Fin. 2019,Debenture,AAA,3.37 - 3.73,3.44
8.57% REC 2024,Bonds,AAA,3.33 - 3.73,3.37
7.26% GOI 2029,GOI Securities,SOV,0.00 - 1.85,1.74
8.9% Power Finance Corp. 2020,Bonds,AAA,1.50 - 1.69,1.52
8.85% REC 2029,Non Convertible Debenture,AAA,0.00 - 0.90,0.87
9.48% REC 2021,Bonds,AAA,0.85 - 0.95,0.87
8.94% Power Finance Corp. 2028,Bonds,AAA,0.00 - 0.73,0.7
9.74% Tata Sons 2024,Debenture,AAA,0.69 - 0.76,0.7
9.34% REC 2024,Debenture,AAA,0.52 - 0.58,0.53
7.85% Power Finance Corp. 2028,Debenture,AAA,0.00 - 0.52,0.5
6% Zee Entertainment 2022,Preference Shares,-,0.46 - 0.76,0.47
8.7% Power Finance Corp. 2020,Bonds,AAA,0.33 - 0.37,0.34
8.95% LIC Housing Fin. 2020,Bonds,AAA,0.00 - 0.37,0.34
8.8% REC 2019,Bonds,AAA,0.17 - 0.19,0.17
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
1098. Sundaram Capital Protection Oriented Fund - 5 Years - Series 7 - Regular Plan,,,,
7.52% SIDBI 2021,Bonds/NCDs,AAA,10.11 - 10.66,10.11
8.75% LIC Housing Fin. 2021,Debenture,AAA,9.29 - 9.82,9.29
8.75% HDFC 2021,Debenture,AAA,9.29 - 9.83,9.29
8.32% Power Grid Corporation 2020,Bonds,AAA,9.28 - 9.86,9.28
8.36% Power Finance Corp. 2020,Bonds,AAA,8.40 - 8.98,8.4
8.33% NTPC 2021,Bonds/NCDs,AAA,5.48 - 5.81,5.48
8.8% REC 2020,Bonds,AAA,5.15 - 5.52,5.15
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 4.79,4.79
8.97% Tata Sons 2020,Debenture,AAA,3.07 - 3.29,3.07
8.54% NHPC 2020,Bonds,AAA,2.38 - 2.53,2.38
8.36% REC 2020,Debenture,AAA,2.25 - 2.41,2.25
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,1.74 - 1.87,1.74
REC 2021,Bonds,AAA,0.81 - 0.83,0.82
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.82 - 1.43,0.82
8.75% LIC Housing Fin. 2021,Debenture,AAA,0.72 - 0.76,0.72
1099. Sundaram Capital Protection Oriented Fund - 5 Years - Series 8 - Regular Plan,,,,
7.65% IRFC 2021,Debenture,AAA,10.91 - 11.51,10.91
8.75% LIC Housing Fin. 2021,Debenture,AAA,10.04 - 10.65,10.04
8.75% HDFC 2021,Debenture,AAA,9.24 - 9.79,9.24
REC 2021,Bonds,AAA,7.96 - 8.11,8.03
8.36% Power Finance Corp. 2020,Bonds,AAA,5.73 - 6.14,5.73
7.52% SIDBI 2021,Bonds/NCDs,AAA,4.62 - 5.69,5.6
8.33% NTPC 2021,Bonds/NCDs,AAA,5.44 - 5.77,5.44
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,4.24 - 4.55,4.24
8.36% REC 2020,Debenture,AAA,3.21 - 3.44,3.21
8.54% NHPC 2020,Bonds,AAA,3.12 - 3.33,3.12
8.97% Tata Sons 2020,Debenture,AAA,2.29 - 2.46,2.29
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.70 - 2.21,2.18
8.32% Power Grid Corporation 2020,Bonds,AAA,1.15 - 1.23,1.15
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,0.91 - 0.97,0.91
8.64% Power Grid Corporation 2020,Bonds,AAA,0.86 - 0.93,0.86
1101. Sundaram Debt Oriented Hybrid Fund,,,,
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 10.80,10.8
8.28% Oriental Nagpur Betul Highway 2020,Debenture,AAA,4.94 - 10.66,10.66
8.8% Cholamandalam Invest. & Fin. 2027,Debenture,AA+,4.59 - 9.88,9.88
8.58% HDFC 2022,Debenture,AAA,0.00 - 9.86,8.79
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 5.73,5.73
8.45% REC 2022,Debenture,AAA,0.00 - 5.50,5.5
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 5.48,5.48
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 5.02,5.02
8.85% HDFC Bank 2099,Bonds,AA+,3.15 - 6.00,4.33
8.81% SIDBI 2022,Debenture,AAA,0.00 - 2.23,2.23
SREI Equipment Finance 2022,Structured Obligation,AAA,1.70 - 2.33,1.75
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 1.08,1.08
1102. Sundaram Equity Hybrid Fund - Regular Plan,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.82,3.82
7.57% GOI 2033,GOI Securities,SOV,0.00 - 1.78,1.78
TMF Holdings 2020,Privately Placed Debts,AA-,0.00 - 1.80,1.77
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 1.59,1.45
7.95% SIDBI 2022,Debenture,AAA,0.00 - 1.49,1.45
8.15% State Bank of India,Bonds,AA+,1.40 - 1.83,1.4
8.85% HDFC Bank 2099,Bonds,AA+,1.32 - 1.48,1.32
8.6% Export-Import Bank 2099,Bonds,AA+,1.13 - 1.55,1.13
8.39% State Bank of India 2024,Bonds/Debentures,AA+,1.13 - 1.55,1.13
8.75% Axis Bank 2022,Bonds,AA+,0.99 - 1.25,1.04
State Bank of India 2056,Debenture,AA+,0.00 - 1.08,0.88
8.55% Bank of Baroda 2029,Non Convertible Debenture,AAA,0.00 - 0.89,0.87
8.65% Bank of Baroda 2022,Debenture,AA+,0.70 - 0.90,0.73
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 0.60,0.57
7.99% HDFC 2024,Debenture,AAA,0.00 - 0.59,0.57
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 0.59,0.57
8.1% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 0.58,0.57
9.2% ICICI Bank 2050,Bonds,AA+,0.57 - 0.77,0.57
6.8% SIDBI 2022,Debenture,AAA,0.00 - 0.58,0.57
8.28% Oriental Nagpur Betul Highway 2020,Debenture,AAA,0.00 - 0.71,0.56
Yes Bank,Bonds/NCDs,BBB+,0.00 - 0.49,0.45
9.21% Punjab National Bank,Bonds,A,0.00 - 0.52,0.38
9.75% REC 2021,Bonds,AAA,0.00 - 0.33,0.3
9.3% Tata Sons 2024,Debenture,AAA,0.00 - 0.30,0.29
8.7% Power Finance Corp. 2020,Bonds,AAA,0.11 - 0.16,0.11
1103. Sundaram Equity Savings Fund - Regular Plan,,,,
8.45% REC 2022,Debenture,AAA,0.00 - 3.61,3.61
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,0.00 - 3.81,3.6
7.65% IRFC 2021,Debenture,AAA,0.00 - 4.76,3.57
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 4.32,3.55
7.8% HDB Financial Services 2020,Bonds,AAA,0.00 - 3.45,2.83
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,0.00 - 2.68,2.62
8.9% Power Grid Corporation 2020,Bonds,AAA,0.00 - 2.20,1.78
1109. Sundaram Hybrid Fund Series U - Regular Plan,,,,
Cholamandalam Invest. & Fin. 2020,Debenture,AA+,11.26 - 11.53,11.45
Tata Motors Finance 2020,Debenture,AA-,0.00 - 11.44,11.35
8.36% Power Finance Corp. 2020,Bonds,AAA,10.77 - 11.58,10.77
1.5% HDFC 2020,Debenture,AAA,9.75 - 10.67,9.75
7.13% REC 2020,Bonds,AAA,9.51 - 10.14,9.51
7.8% North Eastern Electric Power Corporation 2020,Debenture,AA,9.49 - 10.25,9.49
8.64% Power Grid Corporation 2020,Bonds,AAA,8.20 - 8.85,8.2
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 2.73,2.69
7.8% HDB Financial Services 2020,Bonds,AAA,1.91 - 2.03,1.91
1122. Tata Arbitrage Fund - Regular Plan,,,,
IDFC First Bank,Fixed Deposits,-,8.82 - 20.91,8.82
Federal Bank,Fixed Deposits,-,0.00 - 6.59,6.59
HDFC Bank,Fixed Deposits,-,0.00 - 4.54,3.36
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.87,2.87
Kotak Mahindra Investments 356-D 30/04/2020,Commercial Paper,A1+,0.00 - 1.95,1.47
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.46,1.46
RBL Bank,Fixed Deposits,-,0.00 - 3.43,0.92
1123. Tata Balanced Advantage Fund - Regular Plan,,,,
HDFC Bank,Fixed Deposits,-,0.00 - 5.30,4.17
8.7545% Nabha Power 2020,Debenture,AAA,0.00 - 3.27,2.86
8.15% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 3.74,2.47
7.34% HUDCO 2022,Debenture,AAA,0.00 - 2.66,2.46
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 2.91,2.37
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.63,2.35
9.05% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.56,1.5
8.64% Power Grid Corporation 2020,Bonds,AAA,0.00 - 1.80,1.49
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.42,1.42
8.2% HDFC 2021,Debenture,AAA,0.00 - 1.34,1.29
Federal Bank,Fixed Deposits,-,0.00 - 1.66,0.98
Karnataka Bank,Fixed Deposits,-,0.00 - 1.42,0.93
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 0.86,0.79
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 1.15,0.51
7.55% REC 2022,Debenture,AAA,0.00 - 0.49,0.49
7.55% REC 2023,Debenture,AAA,0.00 - 0.49,0.49
7.65% Jamnagar Utilities and Power 2022,Non Convertible Debenture,AAA,0.00 - 0.60,0.48
8.61% LIC Housing Fin. 2019,Debenture,AAA,0.00 - 0.57,0.37
8.6% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.45,0.3
7.65% IRFC 2021,Debenture,AAA,0.00 - 0.15,0.13
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.11,0.11
8.75% HDFC 2021,Debenture,AAA,0.00 - 0.13,0.1
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 3.89,0.1
7.73% Power Finance Corp. 2021,Debenture,AAA,0.00 - 2.02,0.02
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0
1126. Tata Equity Savings Fund - Regular Plan,,,,
