Company,Instrument,Credit Rating,1Y Range,% Assets
1230. UTI Fixed Term Income Fund - Series XXVII - V (1097 Days) - Regular Plan,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,2.40 - 15.95,15.14
7.42% REC 2020,Bonds,AAA,10.00 - 10.61,10
JM Financial Products,Deep Discount Bonds,AA,9.90 - 9.98,9.98
ECL Finance 2020,Debenture,AA-,0.00 - 9.95,9.89
8.45% Power Finance Corp. 2020,Bonds,AAA,9.72 - 10.38,9.72
8.47% LIC Housing Fin. 2020,Bonds,AAA,8.84 - 9.39,8.84
8.5% IRFC 2020,Bonds,AAA,8.72 - 9.33,8.72
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,8.68 - 9.28,8.68
7.6% HDFC 2020,Debenture,AAA,6.90 - 7.27,6.9
7.68% Can Fin Homes 2020,Debenture,AA+,0.00 - 1.58,1.54
1231. UTI Fixed Term Income Fund - Series XXVII - VI (1113 Days) - Regular Plan,,,,
JM Fin Asset Reconstruction co 2020,Deep Discount Bonds,AA-,9.93 - 10.83,10.83
JM Financial Credit Solutions 2020,Deep Discount Bonds,AA,9.93 - 10.80,10.8
Edelweiss Rural & Corporate Services 2020,Debenture,AA-,0.00 - 10.79,10.71
Edelweiss Housing Finance 2020,Debenture,AA-,0.00 - 10.67,10.58
7.85% Talwandi Sabo Power 2020,Structured Obligation,AA,8.79 - 9.37,9.15
7.9% Bharat Aluminium Co. 2020,Non Convertible Debenture,AA-,8.80 - 9.37,9.15
8.35% Raymond 2020,Debenture,AA,8.66 - 9.20,9.04
8.2% Piramal Enterprises 2020,Non Convertible Debenture,AA,8.74 - 9.12,9
9.7% Tata Motors 2020,Debenture,AA-,0.00 - 8.89,8.8
Reliance Home Finance 2020,Deep Discount Bonds,D,0.00 - 2.64,2.64
8.01% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.60,1.57
ECL Finance 2020,Debenture,AA-,0.00 - 0.15,0.15
1232. UTI Fixed Term Income Fund - Series XXVII - VII (1104 Days) - Regular Plan,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,1.15 - 17.74,16.84
8.45% Power Finance Corp. 2020,Bonds,AAA,10.03 - 10.70,10.03
ECL Finance 2020,Debenture,AA-,0.00 - 9.83,9.77
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.76 - 10.42,9.76
8.5% IRFC 2020,Bonds,AAA,9.53 - 10.20,9.53
8.47% LIC Housing Fin. 2020,Bonds,AAA,9.48 - 10.06,9.48
7.42% REC 2020,Bonds,AAA,9.42 - 10.00,9.42
JM Financial Credit Solutions 2020,Deep Discount Bonds,AA,9.27 - 9.35,9.34
7.6% HDFC 2020,Debenture,AAA,8.08 - 8.52,8.08
Edelweiss Rural & Corporate Services 2020,Debenture,AA-,0.00 - 0.95,0.95
1233. UTI Fixed Term Income Fund - Series XXVII - VIII (1117 Days) - Regular Plan,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,11.81 - 29.86,28.32
8.47% LIC Housing Fin. 2020,Bonds,AAA,10.00 - 10.63,10
7.46% Power Finance Corp. 2020,Bonds,AAA,9.94 - 10.56,9.94
JM Financial Credit Solutions 2020,Deep Discount Bonds,AA,9.79 - 9.87,9.86
8.37% REC 2020,Bonds,AAA,9.30 - 9.95,9.3
8.73% Power Grid Corporation 2020,Bonds,AAA,9.02 - 9.62,9.02
11.25% India Infoline Finance 2020,Debenture,AA,8.13 - 8.90,8.13
7.6% HDFC 2020,Debenture,AAA,7.11 - 7.50,7.11
1234. UTI Fixed Term Income Fund - Series XXVII - X (1118 Days) - Regular Plan,,,,
8.53% Maharashtra State 2020,State Development Loan,SOV,0.00 - 16.00,15.37
8.36% Power Finance Corp. 2020,Bonds,AAA,9.70 - 10.25,9.7
7.4% HDFC 2020,Non Convertible Debenture,AAA,9.62 - 9.99,9.62
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.60 - 10.03,9.6
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,9.57 - 9.99,9.57
8.81% JM Financial Products 2020,Debenture,AA,8.57 - 9.20,8.57
8.36% REC 2020,Debenture,AAA,7.76 - 8.22,7.76
8.35% LIC Housing Fin. 2020,Debenture,AAA,7.76 - 8.13,7.76
8.73% Power Grid Corporation 2020,Bonds,AAA,4.89 - 5.17,4.89
Edelweiss Housing Finance 2020,Debenture,AA-,0.00 - 3.84,3.81
11.25% India Infoline Finance 2020,Debenture,AA,2.49 - 2.70,2.49
8.93% Power Grid Corporation 2020,Bonds,AAA,1.96 - 2.08,1.96
JM Financial Credit Solutions 2020,Deep Discount Bonds,AA,1.32 - 1.34,1.34
Reliance Home Finance 2020,Deep Discount Bonds,D,0.00 - 0.41,0.41
1235. UTI Fixed Term Income Fund - Series XXVIII - I (1230 Days) - Regular Plan,,,,
KKR India Financial Services 2021,Debenture,AA+,10.20 - 11.12,10.96
JM Financial Products 2021,Deep Discount Bonds,AA,9.73 - 10.56,10.49
IIFL Home Finance 2021,Deep Discount Bonds,AA,9.62 - 10.40,10.34
8.65% Jubilant Life Sciences 2021,Debenture,AA,8.99 - 9.48,9.3
7.85% Talwandi Sabo Power 2020,Structured Obligation,AA,8.83 - 9.38,9.16
9.45% Vedanta 2020,Debenture,AA,7.88 - 8.33,8.13
7.99% Tata Power 2020,Non Convertible Debenture,AA,7.17 - 7.58,7.42
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,6.14 - 6.48,6.37
9.91% Dalmia Cement (Bharat) Ltd 2021,Debenture,AA,5.50 - 5.79,5.67
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 3.91,3.84
Reliance Home Finance 2021,Deep Discount Bonds,D,0.00 - 2.60,2.6
8.39% Rajasthan State 2021,State Development Loan,SOV,0.68 - 0.72,0.71
1236. UTI Fixed Term Income Fund - Series XXVIII - II (1210 Days) - Regular Plan,,,,
IIFL Home Finance 2021,Deep Discount Bonds,AA,9.08 - 9.77,9.72
KKR India Financial Services 2021,Debenture,AA+,8.74 - 9.50,9.38
8.65% Jubilant Life Sciences 2021,Debenture,AA,8.69 - 9.13,8.96
7.85% Talwandi Sabo Power 2020,Structured Obligation,AA,8.39 - 8.89,8.68
8.2% Piramal Enterprises 2020,Non Convertible Debenture,AA,8.42 - 8.73,8.6
8.81% JM Financial Products 2020,Debenture,AA,7.52 - 7.83,7.72
9.45% Vedanta 2020,Debenture,AA,7.15 - 7.54,7.36
7.99% Tata Power 2020,Non Convertible Debenture,AA,6.91 - 7.28,7.13
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,6.82 - 7.17,7.05
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 5.98,5.87
7.63% PNB Housing Finance 2020,Bonds,AA+,0.00 - 2.92,2.87
Reliance Home Finance 2021,Deep Discount Bonds,D,0.00 - 2.45,2.45
8.39% Rajasthan State 2021,State Development Loan,SOV,0.29 - 0.31,0.3
1237. UTI Fixed Term Income Fund - Series XXVIII - III (1203 Days) - Regular Plan,,,,
JM Financial Products 2021,Deep Discount Bonds,AA,9.78 - 10.32,10.25
IIFL Home Finance 2021,Deep Discount Bonds,AA,9.20 - 9.68,9.62
9.15% JM Financial Credit Solutions 2020,Non Convertible Debenture,AA,8.74 - 9.03,8.75
8.65% Jubilant Life Sciences 2021,Debenture,AA,8.64 - 8.89,8.72
8.2% Piramal Enterprises 2020,Non Convertible Debenture,AA,8.65 - 8.99,8.65
7.99% Tata Power 2020,Non Convertible Debenture,AA,8.56 - 8.83,8.64
7.9% Bharat Aluminium Co. 2020,Non Convertible Debenture,AA-,8.51 - 8.80,8.6
9.45% Vedanta 2020,Debenture,AA,8.55 - 8.81,8.59
KKR India Financial Services 2021,Debenture,AA+,4.43 - 4.70,4.64
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 4.56,4.47
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,2.88 - 3.01,2.91
Reliance Home Finance 2021,Deep Discount Bonds,D,0.00 - 1.62,1.62
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 0.92,0.9
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 0.32,0.31
1238. UTI Fixed Term Income Fund - Series XXVIII - IV (1204 Days) - Regular Plan,,,,
Kotak Mahindra Prime 2021,Debenture,AAA,11.74 - 11.89,11.89
Axis Finance 2021,Bonds/NCDs,AAA,11.72 - 11.84,11.84
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.39 - 11.13,10.39
8.75% LIC Housing Fin. 2021,Debenture,AAA,9.09 - 9.74,9.09
8.32% Power Grid Corporation 2020,Bonds,AAA,9.08 - 9.77,9.08
6.99% REC 2020,Debenture,AAA,8.90 - 9.51,8.9
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 9.07,8.9
9.18% Power Finance Corp. 2021,Bonds,AAA,8.78 - 9.51,8.78
8.39% Rajasthan State 2021,State Development Loan,SOV,5.74 - 6.20,5.74
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 5.48,5.29
8.75% HDFC 2021,Debenture,AAA,4.00 - 4.28,4
7.65% IRFC 2021,Debenture,AAA,1.16 - 1.23,1.16
7.75% Power Finance Corp. 2021,Debenture,AAA,0.75 - 0.81,0.75
8.36% Punjab State 2021,State Development Loan,SOV,0.18 - 0.20,0.18
1239. UTI Fixed Term Income Fund - Series XXVIII - IX (1168 Days) - Regular Plan,,,,
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.92 - 12.04,12.04
Kotak Mahindra Prime 2021,Debenture,AAA,11.15 - 11.30,11.3
7.65% IRFC 2021,Debenture,AAA,10.41 - 11.11,10.41
7.73% Power Finance Corp. 2021,Debenture,AAA,10.33 - 11.07,10.33
8.39% Rajasthan State 2021,State Development Loan,SOV,10.33 - 11.16,10.33
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.32 - 11.05,10.32
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,10.29 - 11.07,10.29
7.6% REC 2021,Bonds/NCDs,AAA,9.90 - 10.63,9.9
8.75% HDFC 2021,Debenture,AAA,3.62 - 3.88,3.62
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 2.69,2.6
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 1.92,1.82
7.52% SIDBI 2021,Bonds/NCDs,AAA,1.20 - 1.28,1.2
8.36% Punjab State 2021,State Development Loan,SOV,0.61 - 0.66,0.61
7.65% SIDBI 2021,Debenture,AAA,0.60 - 0.64,0.6
7.75% Power Finance Corp. 2021,Debenture,AAA,0.20 - 0.21,0.2
1240. UTI Fixed Term Income Fund - Series XXVIII - V (1190 Days) - Regular Plan,,,,
JM Financial Products 2021,Deep Discount Bonds,AA,9.66 - 10.45,10.37
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 8.86,8.65
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,8.15 - 8.56,8.42
8.65% Jubilant Life Sciences 2021,Debenture,AA,8.16 - 8.58,8.42
7.9% Bharat Aluminium Co. 2020,Non Convertible Debenture,AA-,8.02 - 8.49,8.3
8.2% Piramal Enterprises 2020,Non Convertible Debenture,AA,8.04 - 8.34,8.22
9.15% JM Financial Credit Solutions 2020,Non Convertible Debenture,AA,7.99 - 8.29,8.17
8.28% Oriental Nagpur Betul Highway 2021,Debenture,AAA,5.41 - 5.68,5.56
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 5.27,5.18
KKR India Financial Services 2021,Debenture,AA+,4.17 - 4.55,4.48
9.45% Vedanta 2020,Debenture,AA,3.01 - 3.17,3.09
7.99% Tata Power 2020,Non Convertible Debenture,AA,2.96 - 3.12,3.06
Reliance Home Finance 2021,Deep Discount Bonds,D,0.00 - 2.32,2.32
8.39% Rajasthan State 2021,State Development Loan,SOV,0.83 - 0.88,0.86
1241. UTI Fixed Term Income Fund - Series XXVIII - VI (1190 Days) - Regular Plan,,,,
Kotak Mahindra Prime 2021,Debenture,AAA,11.84 - 11.99,11.99
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.87 - 11.97,11.97
8.39% Rajasthan State 2021,State Development Loan,SOV,10.69 - 11.56,10.69
7.52% SIDBI 2021,Bonds/NCDs,AAA,10.51 - 11.24,10.51
7.9407% HDB Financial Services 2021,Non Convertible Debenture,AAA,10.50 - 11.16,10.5
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.47 - 11.22,10.47
6.99% REC 2020,Debenture,AAA,10.40 - 11.13,10.4
8.93% NTPC 2021,Bonds,AAA,9.81 - 10.60,9.81
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 4.65,4.4
8.75% LIC Housing Fin. 2021,Debenture,AAA,3.40 - 3.64,3.4
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 0.84,0.82
8.36% Punjab State 2021,State Development Loan,SOV,0.64 - 0.69,0.64
1242. UTI Fixed Term Income Fund - Series XXVIII - VII (1169 Days) - Regular Plan,,,,
8.28% Oriental Nagpur Betul Highway 2021,Debenture,AAA,10.53 - 11.15,10.94
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 10.20,9.98
9.1899% Indostar Capital Finance 2021,Non Convertible Debenture,AA-,8.74 - 9.15,9
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 8.96,8.76
8.65% Jubilant Life Sciences 2021,Debenture,AA,8.15 - 8.65,8.49
8.75% Vedanta 2021,Debenture,AA,8.00 - 8.52,8.4
7.9% Bharat Aluminium Co. 2020,Non Convertible Debenture,AA-,8.02 - 8.55,8.38
8.2% Piramal Enterprises 2020,Non Convertible Debenture,AA,6.02 - 6.30,6.22
8.39% Rajasthan State 2021,State Development Loan,SOV,3.84 - 4.08,4.01
Reliance Home Finance 2021,Deep Discount Bonds,D,0.00 - 2.58,2.58
Tata Sons 2021,Debenture,AAA,2.21 - 2.46,2.44
7.65% IRFC 2021,Debenture,AAA,1.97 - 2.11,2.07
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 1.43,1.4
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.89,0.87
1243. UTI Fixed Term Income Fund - Series XXVIII - VIII (1171 Days) - Regular Plan,,,,
8.39% Rajasthan State 2021,State Development Loan,SOV,19.99 - 21.57,19.99
Tata Sons 2021,Debenture,AAA,11.79 - 11.83,11.83
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.21 - 11.33,11.33
Axis Finance 2021,Debenture,AAA,10.89 - 11.02,11.02
7.52% SIDBI 2021,Bonds/NCDs,AAA,10.18 - 10.86,10.18
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,9.45 - 10.11,9.45
8.99% Power Finance Corp. 2021,Bonds,AAA,7.02 - 7.60,7.02
8.75% LIC Housing Fin. 2021,Debenture,AAA,4.67 - 5.00,4.67
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 4.37,4.23
6.99% REC 2020,Debenture,AAA,2.29 - 2.44,2.29
9.18% Power Finance Corp. 2021,Bonds,AAA,1.88 - 2.04,1.88
8.93% NTPC 2021,Bonds,AAA,0.94 - 1.02,0.94
8.36% Punjab State 2021,State Development Loan,SOV,0.94 - 1.02,0.94
7.65% IRFC 2021,Debenture,AAA,0.23 - 0.25,0.23
1244. UTI Fixed Term Income Fund - Series XXVIII - X (1153 Days) - Regular Plan,,,,
JM Financial Credit Solutions 2021,Deep Discount Bonds,AA,9.99 - 10.99,10.98
IIFL Home Finance 2021,Debenture,AA,9.87 - 10.84,10.84
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 10.69,10.5
9.1899% Indostar Capital Finance 2021,Non Convertible Debenture,AA-,8.91 - 9.38,9.18
8.65% Jubilant Life Sciences 2021,Debenture,AA,7.04 - 7.42,7.34
8.28% Oriental Nagpur Betul Highway 2021,Debenture,AAA,6.98 - 7.37,7.27
8.75% Vedanta 2021,Debenture,AA,6.91 - 7.32,7.26
7.9% Bharat Aluminium Co. 2020,Non Convertible Debenture,AA-,6.92 - 7.34,7.23
8.36% Punjab State 2021,State Development Loan,SOV,5.76 - 6.11,6.05
8.3% Jorabat Shillong Expressway 2021,Non Convertible Debenture,D,0.00 - 5.30,3.68
Reliance Home Finance 2021,Non Convertible Debenture,D,0.00 - 1.84,1.84
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.51,1.49
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 1.30,1.29
7.65% IRFC 2021,Debenture,AAA,0.70 - 0.75,0.74
1245. UTI Fixed Term Income Fund - Series XXVIII - XI (1161 Days) - Regular Plan,,,,
8.36% Punjab State 2021,State Development Loan,SOV,26.19 - 28.24,26.19
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.90 - 12.02,12.02
HDB Financial Services 2021,Zero Coupon Bonds,AAA,11.00 - 11.15,11.15
7.65% IRFC 2021,Debenture,AAA,10.54 - 11.27,10.54
7.73% Power Finance Corp. 2021,Debenture,AAA,10.22 - 10.96,10.22
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,10.18 - 10.96,10.18
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,6.54 - 7.01,6.54
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,4.13 - 4.40,4.13
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 3.12,3.01
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 2.20,2.08
1246. UTI Fixed Term Income Fund - Series XXVIII - XII (1154 Days) - Regular Plan,,,,
8.36% Punjab State 2021,State Development Loan,SOV,18.48 - 19.95,18.48
Bajaj Finance 2021,Zero Coupon Bonds,AAA,11.83 - 11.97,11.97
HDB Financial Services 2021,Zero Coupon Bonds,AAA,11.72 - 11.86,11.86
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.35 - 11.44,11.44
7.75% Power Finance Corp. 2021,Debenture,AAA,10.70 - 11.49,10.7
7.65% IRFC 2021,Debenture,AAA,10.60 - 11.35,10.6
7.6% REC 2021,Bonds/NCDs,AAA,7.03 - 7.57,7.03
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,4.27 - 4.57,4.27
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,2.82 - 3.03,2.82
7.65% SIDBI 2021,Debenture,AAA,2.41 - 2.58,2.41
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 1.83,1.76
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 1.58,1.49
8.39% Rajasthan State 2021,State Development Loan,SOV,1.29 - 1.40,1.29
1247. UTI Fixed Term Income Fund - Series XXVIII - XIII (1134 Days) - Regular Plan,,,,
JM Financial Credit Solutions 2021,Deep Discount Bonds,AA,9.94 - 10.31,10.25
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 10.21,10.01
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 9.77,9.57
8.48% Uttar Pradesh Power Corporation 2021,Structured Obligation,AA,9.21 - 9.63,9.21
9.1899% Indostar Capital Finance 2021,Non Convertible Debenture,AA-,8.24 - 8.66,8.24
8.75% Vedanta 2021,Debenture,AA,8.01 - 8.29,8.06
JM Financial Products 2021,Deep Discount Bonds,AA,5.52 - 5.74,5.7
IIFL Home Finance 2021,Debenture,AA,5.30 - 5.51,5.46
7.9% Bharat Aluminium Co. 2020,Non Convertible Debenture,AA-,5.42 - 5.57,5.42
8.55% Talwandi Sabo Power 2021,Debenture,AA,4.99 - 5.17,4.99
8.28% Oriental Nagpur Betul Highway 2021,Debenture,AAA,3.03 - 3.16,3.03
8.3% Jorabat Shillong Expressway 2021,Non Convertible Debenture,D,0.00 - 3.11,2.04
7.65% SIDBI 2021,Debenture,AAA,1.17 - 1.19,1.17
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.96,0.94
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 0.64,0.63
8.36% Punjab State 2021,State Development Loan,SOV,0.50 - 0.58,0.5
7.65% IRFC 2021,Debenture,AAA,0.41 - 0.42,0.41
7.73% Power Finance Corp. 2021,Debenture,AAA,0.31 - 0.31,0.31
1248. UTI Fixed Term Income Fund - Series XXVIII - XIV (1147 Days) - Regular Plan,,,,
8.36% Punjab State 2021,State Development Loan,SOV,22.82 - 24.60,22.82
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.95 - 12.07,12.07
Bajaj Finance 2021,Zero Coupon Bonds,AAA,11.82 - 11.98,11.98
7.75% Power Finance Corp. 2021,Debenture,AAA,10.60 - 11.36,10.6
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,10.44 - 11.24,10.44
7.65% SIDBI 2021,Debenture,AAA,10.08 - 10.77,10.08
7.65% IRFC 2021,Debenture,AAA,9.66 - 10.32,9.66
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,3.38 - 3.60,3.38
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 2.84,2.74
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 1.80,1.7
1249. UTI Fixed Term Income Fund - Series XXX - I (1104 Days) - Regular Plan,,,,
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.92 - 10.79,10.79
IIFL Home Finance 2021,Debenture,AA,9.62 - 10.52,10.52
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 10.17,10.17
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 9.53,9.53
9.18% Vedanta 2021,Debenture,AA,8.59 - 9.34,9.34
9.23% Talwandi Sabo Power 2021,Debenture,AA,8.55 - 9.25,9.25
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,8.23 - 9.09,9.09
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 7.59,7.59
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,4.93 - 5.29,5.29
8.4% SIDBI 2021,Debenture,AAA,4.87 - 5.24,5.24
9.48% REC 2021,Bonds,AAA,2.76 - 2.97,2.97
Altico Capital India 2021,Deep Discount Bonds,D,0.00 - 2.80,2.8
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,1.83 - 2.04,1.97
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.73 - 0.79,0.79
1250. UTI Fixed Term Income Fund - Series XXX - II (1107 Days) - Regular Plan,,,,
Sundaram Finance 2021,Non Convertible Debenture,AAA,9.80 - 9.96,9.96
Axis Finance 2021,Zero Coupon Bonds,AAA,9.75 - 9.86,9.86
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,9.46 - 10.17,9.73
8.4% SIDBI 2021,Debenture,AAA,9.08 - 9.76,9.08
9.35% Power Grid Corporation 2021,Bonds/NCDs,AAA,9.07 - 9.79,9.07
9.48% REC 2021,Bonds,AAA,8.94 - 9.75,8.94
7.5% Power Finance Corp. 2021,Debenture,AAA,8.88 - 9.51,8.88
8.75% LIC Housing Fin. 2021,Debenture,AAA,8.71 - 9.39,8.71
8.58% Uttar Pradesh State 2021,State Development Loan,SOV,6.90 - 7.45,6.9
8.59% Punjab State 2021,State Development Loan,SOV,6.67 - 7.05,6.67
Kotak Mahindra Prime 2021,Deep Discount Bonds,AAA,4.09 - 4.14,4.14
8.6% Tamilnadu State 2021,State Development Loan,SOV,1.53 - 1.65,1.53
8.75% HDFC 2021,Debenture,AAA,0.45 - 0.49,0.45
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,0.00 - 0.33,0.32
1251. UTI Fixed Term Income Fund - Series XXX - III (1106 Days) - Regular Plan,,,,
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,9.28 - 10.60,10.6
JM Fin Asset Reconstruction co 2021,Zero Coupon Bonds,AA-,9.43 - 10.58,10.58
IIFL Home Finance 2021,Debenture,AA,9.17 - 10.33,10.33
9.1% Jubilant Life Sciences 2021,Non Convertible Debenture,AA,8.89 - 9.78,9.78
9.18% Vedanta 2021,Debenture,AA,8.81 - 9.67,9.67
9.23% Talwandi Sabo Power 2021,Debenture,AA,8.78 - 9.59,9.59
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 9.48,9.48
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 9.44,9.44
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 5.43,5.43
Altico Capital India 2021,Deep Discount Bonds,D,0.00 - 2.81,2.81
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,2.21 - 2.45,2.45
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,1.87 - 2.05,2.05
9.1% Shriram Transport Finance 2021,Debenture,AA+,1.28 - 1.41,1.41
9.55% Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 1.06,1.06
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 0.40,0.4
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0
1252. UTI Fixed Term Income Fund - Series XXX - IV (1125 Days) - Regular Plan,,,,
IIFL Home Finance 2021,Deep Discount Bonds,AA,9.45 - 9.66,9.51
JM Financial Products 2021,Debenture,AA,9.41 - 9.53,9.47
JM Fin Asset Reconstruction co 2021,Zero Coupon Bonds,AA-,9.44 - 9.56,9.44
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,9.14 - 9.54,9.14
9.1% Jubilant Life Sciences 2021,Non Convertible Debenture,AA,8.94 - 9.50,8.94
9.18% Vedanta 2021,Debenture,AA,8.84 - 9.42,8.85
9.55% Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 8.96,8.78
9.23% Talwandi Sabo Power 2021,Debenture,AA,8.77 - 9.39,8.77
7.5% Tata Motors 2021,Debenture,AA-,0.00 - 8.68,8.6
9.4041% L&T Housing Finance 2021,Debenture,AAA,6.30 - 6.69,6.3
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,3.84 - 3.90,3.88
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 1.86,1.81
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 0.47,0.45
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 0.09,0.09
1253. UTI Fixed Term Income Fund - Series XXX - IX (1266 Days) - Regular Plan,,,,
KKR India Financial Services 2022,Debenture,AA+,0.00 - 10.07,10
9.35% Gruh Finance 2022,Non Convertible Debenture,AAA,9.65 - 10.00,9.7
9.3772% L&T Housing Finance 2022,Debenture,AAA,9.41 - 9.97,9.41
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,0.00 - 9.44,9.02
8.65% Afcons Infrastructure 2022,Debenture,AA,8.96 - 9.52,8.96
7.85% Indian Hotels 2022,Bonds/Debentures,AA+,8.75 - 9.21,8.75
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,8.47 - 8.59,8.59
8.21% Haryana State 2022,State Development Loan,SOV,7.98 - 8.45,8
8.04% Vodafone Idea 2022,Debenture,A,0.00 - 8.04,7.64
11.1% Hinduja Leyland Finance 2022,Non Convertible Debenture,AA-,0.00 - 7.81,7.34
9.55% Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 2.68,2.65
9.1% Shriram Transport Finance 2021,Debenture,AA+,1.79 - 1.97,1.83
8.48% Uttar Pradesh Power Corporation 2022,Structured Obligation,AA,0.00 - 1.29,1.25
8.6% ONGC Petro Additions 2022,Debenture,AAA,0.00 - 0.83,0.79
1254. UTI Fixed Term Income Fund - Series XXX - V (1135 Days) - Regular Plan,,,,
7.47% Power Finance Corp. 2021,Bonds,AAA,11.04 - 11.77,11.04
