Company,Instrument,Credit Rating,1Y Range,% Assets
Sundaram Finance 2021,Debenture,AAA,9.64 - 9.86,9.86
8.12% Nabha Power 2021,Debenture,AAA,9.62 - 10.38,9.62
9.4% REC 2021,Bonds,AAA,9.05 - 9.77,9.05
8.5% SIDBI 2021,Debenture,AAA,8.98 - 9.58,8.98
8.4% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 8.39,7.97
9.2% Power Finance Corp. 2021,Bonds,AAA,7.00 - 7.37,7.04
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,6.19 - 6.57,6.19
9.61% Power Finance Corp. 2021,Bonds,AAA,0.00 - 3.11,3.09
National Bank Agr. Rur. Devp 2021,Bonds,AAA,0.00 - 1.12,1.12
10.09% MRF 2021,Debenture,AAA,0.00 - 0.76,0.73
9.64% Power Grid Corporation 2021,Bonds,AAA,0.00 - 0.69,0.69
8.64% IRFC 2021,Bonds,AAA,0.00 - 0.19,0.18
8.54% Maharashtra State 2021,State Development Loan,SOV,0.09 - 0.10,0.09
24. Tata Fixed Maturity Plan Series 55 Scheme E - Regular Plan
10.4% Sikka Ports and Terminals 2021,Bonds/NCDs,AAA,10.12 - 10.70,10.48
JM Fin Asset Reconstruction co 2021,Debenture,AA-,9.67 - 10.33,10.32
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,9.76 - 10.37,10.24
Edelweiss Retail Finance 2021,Debenture,AA,9.58 - 10.17,9.91
9.18% Vedanta 2021,Debenture,AA,9.27 - 9.78,9.64
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,9.14 - 9.70,9.59
9.23% Talwandi Sabo Power 2021,Debenture,AA,9.24 - 9.74,9.55
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA,9.11 - 9.66,9.42
IIFL Home Finance 2021,Zero Coupon Bonds,AA,6.13 - 6.56,6.56
9.1% Shriram Transport Finance 2021,Debenture,AA+,4.58 - 4.81,4.73
National Bank Agr. Rur. Devp 2021,Bonds,AAA,0.00 - 2.33,2.32
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.34,2.30
9.61% Power Finance Corp. 2021,Bonds,AAA,0.00 - 2.13,2.11
8.2% HDFC 2021,Debenture,AAA,0.00 - 1.04,1.04
9.2% Power Finance Corp. 2021,Bonds,AAA,0.30 - 0.40,0.32
25. Tata Fixed Maturity Plan Series 55 Scheme F - Regular Plan
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,10.82 - 11.50,11.35
7.5% Power Finance Corp. 2021,Debenture,AAA,10.74 - 11.44,11.34
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.89 - 10.54,10.54
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA,9.75 - 10.34,10.08
9.18% Vedanta 2021,Debenture,AA,9.28 - 9.80,9.66
9.23% Talwandi Sabo Power 2021,Debenture,AA,9.25 - 9.77,9.57
9.45% ECL Finance 2021,Debenture,AA,9.06 - 9.73,9.10
IIFL Home Finance 2021,Debenture,AA,5.67 - 6.06,6.06
9.15% Tata Power 2021,Debenture,AA,5.51 - 5.85,5.71
9.1% Shriram Transport Finance 2021,Debenture,AA+,4.32 - 4.60,4.47
National Bank Agr. Rur. Devp 2021,Bonds,AAA,0.00 - 2.40,2.39
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.39,2.34
10.4% Sikka Ports and Terminals 2021,Bonds/NCDs,AAA,2.04 - 2.16,2.11
8.4% SIDBI 2021,Debenture,AAA,0.00 - 1.78,1.76
8.2% HDFC 2021,Debenture,AAA,0.00 - 1.17,1.16
9.48% REC 2021,Bonds,AAA,0.00 - 0.60,0.59
9.61% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.48,0.47
26. Tata Fixed Maturity Plan Series 55 Scheme G - Regular Plan
9.48% REC 2021,Bonds,AAA,10.78 - 11.94,11.84
Axis Finance 2021,Zero Coupon Bonds,AAA,11.29 - 11.44,11.44
8.4% SIDBI 2021,Debenture,AAA,10.74 - 11.29,10.89
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.51 - 11.28,10.51
8.36% Ultratech Cement 2021,Debenture,AAA,10.47 - 11.28,10.47
Sundaram Finance 2021,Non Convertible Debenture,AAA,9.74 - 9.91,9.91
8.7061% L&T Housing Finance 2021,Debenture,AAA,8.88 - 9.69,8.88
7.5% Power Finance Corp. 2021,Debenture,AAA,6.94 - 7.34,6.94
8.66% Andhra Pradesh State 2021,State Development Loan,SOV,3.56 - 3.84,3.56
9.36% Power Finance Corp. 2021,Bonds,AAA,3.54 - 3.84,3.54
8.6041% Bajaj Housing Finance 2021,Non Convertible Debenture,AAA,3.48 - 3.74,3.48
Kotak Mahindra Prime 2021,Deep Discount Bonds,AAA,3.08 - 3.13,3.13
8.2% HDFC 2021,Debenture,AAA,0.00 - 2.80,2.78
National Bank Agr. Rur. Devp 2021,Bonds,AAA,0.00 - 0.37,0.37
8.52% Gujarat State 2021,State Development Loan,SOV,0.24 - 0.26,0.24
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,0.00 - 0.15,0.14
9.2% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.07,0.07
27. Tata Fixed Maturity Plan Series 55 Scheme I - Regular Plan
7.47% Power Finance Corp. 2021,Bonds,AAA,9.85 - 11.76,11.70
8.8% Power Grid Corporation 2021,Bonds,AAA,11.09 - 11.86,11.09
9.48% REC 2021,Bonds,AAA,10.79 - 11.59,11.07
8.8% Tata Capital Financial Services 2021,Debenture,AAA,10.83 - 11.63,10.83
8.4% SIDBI 2021,Debenture,AAA,10.22 - 10.96,10.77
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,10.13 - 11.31,10.13
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,9.81 - 10.47,9.81
8.9492% L&T Finance 2021,Non Convertible Debenture,AAA,8.75 - 9.53,8.75
9.38% Export-Import Bank 2021,Bonds,AAA,6.11 - 6.56,6.11
8.7061% L&T Housing Finance 2021,Debenture,AAA,3.88 - 4.23,3.88
9.2% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.21,0.20
28. Tata Fixed Maturity Plan Series 56 Scheme A - Regular Plan
8.4% SIDBI 2021,Debenture,AAA,10.89 - 11.84,11.61
8.8% Power Grid Corporation 2021,Bonds,AAA,10.91 - 11.67,10.91
8.8% Tata Capital Financial Services 2021,Debenture,AAA,10.81 - 11.62,10.81
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,10.77 - 11.51,10.77
7.47% Power Finance Corp. 2021,Bonds,AAA,10.70 - 11.42,10.70
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.58 - 11.37,10.58
9.48% REC 2021,Bonds,AAA,10.38 - 11.65,10.38
7.57% Ultratech Cement 2021,Debenture,AAA,9.77 - 10.44,9.77
9.38% Export-Import Bank 2021,Bonds,AAA,6.78 - 7.29,6.78
8.2% HDFC 2021,Debenture,AAA,0.00 - 3.30,3.28
29. Tata Fixed Maturity Plan Series 56 Scheme B - Regular Plan
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,10.92 - 11.55,10.92
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.68 - 9.82,9.70
Aditya Birla Fashion and Retail 2021,Non Convertible Debenture,AA,8.83 - 8.93,8.89
IIFL Home Finance 2021,Zero Coupon Bonds,AA,8.69 - 8.89,8.75
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,8.27 - 8.91,8.71
9.23% Talwandi Sabo Power 2021,Debenture,AA,8.69 - 9.37,8.69
9.1% Jubilant Life Sciences 2021,Non Convertible Debenture,AA,8.20 - 8.78,8.20
9.45% ECL Finance 2021,Debenture,AA,7.17 - 8.26,7.17
8.5% Vedanta 2021,Non Convertible Debenture,AA,7.06 - 7.53,7.07
7.57% Ultratech Cement 2021,Debenture,AAA,6.57 - 6.88,6.57
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,5.60 - 5.86,5.60
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 3.63,3.60
9.7521% Mahindra Rural Housing Finance 2021,Debenture,AA+,3.31 - 3.53,3.31
8.4% Power Grid Corporation 2021,Bonds,AAA,0.00 - 0.34,0.34
8.5% Vedanta 2021,Debenture,AA,0.00 - 0.33,0.32
9.1% Shriram Transport Finance 2021,Debenture,AA+,0.00 - 0.16,0.16
30. Tata Fixed Maturity Plan Series 56 Scheme C - Regular Plan
7.47% Power Finance Corp. 2021,Bonds,AAA,10.33 - 11.94,11.87
Kotak Mahindra Investments 2021,Debenture,AAA,11.47 - 11.66,11.66
Aditya Birla Finance 2021,Debenture,AAA,11.27 - 11.40,11.39
8.4% SIDBI 2021,Debenture,AAA,10.47 - 11.19,10.47
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,10.35 - 11.16,10.35
9.4041% L&T Housing Finance 2021,Debenture,AAA,10.32 - 11.28,10.32
7.57% Ultratech Cement 2021,Debenture,AAA,10.28 - 10.96,10.28
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,8.35 - 8.95,8.35
8.4% Power Grid Corporation 2021,Bonds,AAA,5.46 - 6.05,5.46
9.1438% Bajaj Housing Finance 2021,Debenture,AAA,0.00 - 4.24,3.99
8.9492% L&T Finance 2021,Non Convertible Debenture,AAA,1.02 - 1.11,1.02
31. Tata Fixed Maturity Plan Series 56 Scheme D - Regular Plan
Aditya Birla Finance 2021,Debenture,AAA,11.99 - 12.16,12.16
7.24% IRFC 2021,Bonds,AAA,0.00 - 11.54,10.98
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 11.57,10.92
8.4% SIDBI 2021,Debenture,AAA,10.71 - 11.38,10.71
9.4041% L&T Housing Finance 2021,Debenture,AAA,0.00 - 11.33,10.55
9.75% REC 2021,Bonds,AAA,0.00 - 10.51,10.43
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,10.24 - 11.24,10.24
Tata Capital Financial Services 2021,Debenture,AAA,0.00 - 6.09,6.09
8.8% Tata Capital Financial Services 2021,Debenture,AAA,5.52 - 5.88,5.52
10.09% MRF 2021,Debenture,AAA,0.00 - 3.93,3.75
Aditya Birla Housing Finance 2021,Debenture,AAA,3.50 - 3.53,3.51
9.48% REC 2021,Bonds,AAA,0.00 - 0.50,0.47
32. Tata Fixed Maturity Plan Series 56 Scheme F - Regular Plan
HDB Financial Services 2022,Debenture,AAA,0.00 - 12.05,12.05
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.66 - 11.84,11.84
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,0.00 - 11.89,11.22
8.46% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 11.84,11.13
8.81% SIDBI 2022,Debenture,AAA,0.00 - 11.73,11.00
8.45% REC 2022,Debenture,AAA,10.87 - 11.73,10.87
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 11.15,10.47
8.2% Power Grid Corporation 2022,Bonds/NCDs,AAA,0.00 - 11.05,10.42
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 3.94,3.94
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 1.38,1.33
8.55% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.96,0.90
10.09% MRF 2021,Debenture,AAA,0.00 - 0.48,0.46
9.2% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.24,0.23
33. Tata Gilt Retirement Plan (28-02-25)-D
7.57% GOI 2033,GOI Securities,SOV,0.00 - 25.71,25.71
7.26% GOI 2029,GOI Securities,SOV,0.00 - 33.05,23.35
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 18.91,16.07
7.27% GOI 2026,GOI Securities,SOV,0.00 - 29.40,15.77
9.39% Maharashtra State 2023,State Development Loan,SOV,0.00 - 3.32,3.32
9.79% Maharashtra State 2023,State Development Loan,SOV,0.00 - 1.46,1.46
9.77% Goa State 2024,State Development Loan,SOV,0.00 - 1.28,1.28
8.62% Maharashtra State 2023,State Development Loan,SOV,0.00 - 1.25,1.25
9.71% Haryana State 2024,State Development Loan,SOV,0.00 - 0.58,0.58
9.48% Andhra Pradesh State 2024,State Development Loan,SOV,0.00 - 0.35,0.35
7.95% GOI 2032,GOI Securities,SOV,0.00 - 30.10,0.32
8.24% GOI 2027,Central Government Loan,SOV,0.15 - 0.24,0.24
10.7% GOI 2020,GOI Securities,SOV,0.04 - 0.06,0.06
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 23.06,0.00
34. Tata Gilt Retirement Plan (28-02-25)-G
7.57% GOI 2033,GOI Securities,SOV,0.00 - 25.71,25.71
7.26% GOI 2029,GOI Securities,SOV,0.00 - 33.05,23.35
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 18.91,16.07
7.27% GOI 2026,GOI Securities,SOV,0.00 - 29.40,15.77
9.39% Maharashtra State 2023,State Development Loan,SOV,0.00 - 3.32,3.32
9.79% Maharashtra State 2023,State Development Loan,SOV,0.00 - 1.46,1.46
9.77% Goa State 2024,State Development Loan,SOV,0.00 - 1.28,1.28
8.62% Maharashtra State 2023,State Development Loan,SOV,0.00 - 1.25,1.25
9.71% Haryana State 2024,State Development Loan,SOV,0.00 - 0.58,0.58
9.48% Andhra Pradesh State 2024,State Development Loan,SOV,0.00 - 0.35,0.35
7.95% GOI 2032,GOI Securities,SOV,0.00 - 30.10,0.32
8.24% GOI 2027,Central Government Loan,SOV,0.15 - 0.24,0.24
10.7% GOI 2020,GOI Securities,SOV,0.04 - 0.06,0.06
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 23.06,0.00
35. Tata Gilt Securities Fund - Regular Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 25.71,25.71
7.26% GOI 2029,GOI Securities,SOV,0.00 - 33.05,23.35
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 18.91,16.07
7.27% GOI 2026,GOI Securities,SOV,0.00 - 29.40,15.77
9.39% Maharashtra State 2023,State Development Loan,SOV,0.00 - 3.32,3.32
9.79% Maharashtra State 2023,State Development Loan,SOV,0.00 - 1.46,1.46
9.77% Goa State 2024,State Development Loan,SOV,0.00 - 1.28,1.28
8.62% Maharashtra State 2023,State Development Loan,SOV,0.00 - 1.25,1.25
9.71% Haryana State 2024,State Development Loan,SOV,0.00 - 0.58,0.58
9.48% Andhra Pradesh State 2024,State Development Loan,SOV,0.00 - 0.35,0.35
7.95% GOI 2032,GOI Securities,SOV,0.00 - 30.10,0.32
8.24% GOI 2027,Central Government Loan,SOV,0.15 - 0.24,0.24
10.7% GOI 2020,GOI Securities,SOV,0.04 - 0.06,0.06
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 23.06,0.00
37. Tata Income Fund - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 28.39,28.39
8.55% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 7.39,7.24
8.2% National Bank Agr. Rur. Devp 2034,Bonds/Debentures,AAA,0.00 - 7.38,7.21
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 7.10,7.10
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 7.01,6.99
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 6.99,6.96
7.99% HDFC 2024,Debenture,AAA,0.00 - 6.91,6.91
7.7% Jamnagar Utilities and Power 2023,Non Convertible Debenture,AAA,5.94 - 6.68,6.58
8.3% SBI Cards & Payments Services 2023,Bonds/Debentures,AAA,5.91 - 6.57,6.57
7.88% GOI 2030,GOI Securities,SOV,0.34 - 0.40,0.39
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.23 - 0.26,0.25
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.23 - 0.26,0.25
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.23 - 0.25,0.25
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.23 - 0.25,0.25
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.23 - 0.25,0.25
9.843% IOT Utkal Energy Services 2019,Debenture,AAA,0.23 - 0.25,0.25
9.843% IOT Utkal Energy Services 2019,Debenture,AAA,0.23 - 0.25,0.25
9.843% IOT Utkal Energy Services 2019,Debenture,AAA,0.23 - 0.25,0.25
9.843% IOT Utkal Energy Services 2021,Debenture,AAA,0.21 - 0.23,0.23
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.21 - 0.23,0.23
9.843% IOT Utkal Energy Services 2021,Debenture,AAA,0.21 - 0.23,0.23
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.21 - 0.23,0.23
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.21 - 0.23,0.23
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.21 - 0.23,0.23
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.21 - 0.23,0.22
38. Tata Liquid Fund - Regular Plan
Reserve Bank of India 182-D 24/10/2019,Treasury Bills,SOV,0.00 - 11.81,11.81
HDFC 87-D 20/12/2019,Commercial Paper,A1+,0.00 - 8.07,8.07
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 7.32,7.32
Reserve Bank of India 91-D 15/11/2019,Treasury Bills,SOV,0.00 - 6.71,6.71
Bajaj Finance 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 5.65,5.65
SBI Cards & Payments Services 91-D 17/10/2019,Commercial Paper,A1+,0.00 - 4.07,4.07
Canara Bank 2019,Certificate of Deposit,A1+,0.00 - 4.06,4.06
Indian Oil Corp. 56-D 01/10/2019,Commercial Paper,A1+,0.00 - 2.64,2.45
Indian Oil Corp. 64-D 09/10/2019,Commercial Paper,A1+,0.00 - 2.45,2.45
Nabha Power 83-D 31/10/2019,Commercial Paper,A1+,0.00 - 2.44,2.44
L&T Finance Holdings 91-D 31/10/2019,Commercial Paper,A1+,0.00 - 2.44,2.44
Vedanta 90-D 19/12/2019,Commercial Paper,A1+,0.00 - 2.42,2.42
Reliance Industries 62-D 03/10/2019,Commercial Paper,A1+,0.00 - 2.04,2.04
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 2.04,2.04
Indus Towers 90-D 24/10/2019,Commercial Paper,A1+,0.00 - 2.03,2.03
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 2.37,2.03
Reliance Retail Ltd. 91-D 31/10/2019,Commercial Paper,A1+,0.00 - 2.03,2.03
JSW Steel 90-D 29/10/2019,Commercial Paper,A1+,0.00 - 2.03,2.03
Bajaj Finance 90-D 11/11/2019,Commercial Paper,A1+,0.00 - 2.03,2.03
Reliance Jio Infocomm 79-D 13/12/2019,Commercial Paper,A1+,0.00 - 2.02,2.02
South Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 2.02,2.02
HDFC 77-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
Kotak Securities 56-D 29/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
National Fertilizers 54-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
HDFC Credila Financial Services 91-D 31/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
39. Tata Medium Term Fund - Regular Plan
Edelweiss Rural & Corporate Services 2020,Debenture,AA,7.69 - 19.05,19.05
8.2% National Bank Agr. Rur. Devp 2034,Bonds/Debentures,AAA,0.00 - 13.15,13.15
7.9% India Infradebt 2022,Debenture,AAA,5.18 - 12.18,12.18
8.3% SBI Cards & Payments Services 2023,Bonds/Debentures,AAA,5.04 - 12.00,12.00
9.65% Green Infra Wind Energy 2023,Debenture,AA,8.58 - 12.97,9.92
8.35% IRFC 2029,Debenture,AAA,0.00 - 9.14,9.14
9.26% Jubilant Life Sciences 2022,Non Convertible Debenture,AA,5.35 - 9.31,7.30
40. Tata Money Market Fund - Regular Plan
Dabur India 91-D 28/11/2019,Commercial Paper,A1+,0.00 - 5.88,5.88
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 7.22,5.84
Kotak Mahindra Prime 315-D 17/01/2020,Commercial Paper,A1+,0.00 - 6.86,5.83
SIDBI 2020,Commercial Paper,A1+,0.00 - 6.88,5.83
National Bank Agr. Rur. Devp 252-D 31/01/2020,Commercial Paper,A1+,0.00 - 6.87,5.82
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 5.81,5.81
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 5.81,5.81
HDFC Credila Financial Services 273-D 20/02/2020,Commercial Paper,A1+,0.00 - 7.91,5.79
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 6.82,5.79
Cholamandalam Invest. & Fin. 364-D 04/03/2020,Commercial Paper,A1+,0.00 - 6.79,5.78
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 7.15,5.78
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 6.79,5.76
Standard Chartered Invest&Loan 365-D 13/03/2020,Commercial Paper,A1+,0.00 - 5.75,5.75
Can Fin Homes 363-D 01/06/2020,Commercial Paper,A1+,0.00 - 6.67,5.68
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 5.62,5.62
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 5.60,5.60
HDFC 364-D 26/08/2020,Commercial Paper,A1+,0.00 - 5.59,5.59
43. Tata Short Term Bond Fund - Regular Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 12.40,12.40
ONGC Petro Additions 2021,Debenture,AAA,6.50 - 7.87,7.87
8.3% SBI Cards & Payments Services 2023,Bonds/Debentures,AAA,4.78 - 5.45,5.16
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 4.95,4.95
8.7545% Nabha Power 2020,Debenture,AAA,0.00 - 5.28,4.91
7.4% Gruh Finance 2020,Debenture,AAA,4.51 - 5.19,4.89
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 3.69,3.57
7.32% GOI 2024,GOI Securities,SOV,0.00 - 2.81,2.81
8.1% SBI Cards & Payments Services 2023,Debenture,AAA,2.38 - 2.80,2.80
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.67,2.67
8.5% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,0.00 - 2.50,2.50
8.711% HDB Financial Services 2021,Bonds/Debentures,AAA,0.00 - 2.64,2.48
7.6% Grasim Industries 2024,Non Convertible Debenture,AAA,0.00 - 2.46,2.46
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 2.50,2.40
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.47,2.38
Kotak Mahindra Investments 356-D 30/04/2020,Commercial Paper,A1+,0.00 - 2.35,2.35
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.30,2.30
8.12% Nabha Power 2021,Debenture,AAA,1.82 - 2.12,1.97
8.7% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 4.93,1.78
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.34,1.68
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,1.39 - 2.15,1.48
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,1.34 - 1.54,1.45
8.35% IRFC 2029,Debenture,AAA,0.00 - 1.39,1.35
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 1.32,1.32
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.30,1.26
44. Tata Treasury Advantage Fund - Regular Plan
8.7545% Nabha Power 2020,Debenture,AAA,0.00 - 16.83,16.83
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 6.74,6.74
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 6.73,6.73
8.95% Jubilant Life Sciences 2020,Non Convertible Debenture,AA,1.21 - 4.86,4.86
7.97% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 3.48,3.48
7.59% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 5.87,3.48
8.45% Tata Capital Financial Services 2022,Debenture,AAA,0.00 - 3.47,3.47
6.77% Larsen & Toubro 2020,Non Convertible Debenture,AAA,0.00 - 3.46,3.46
ONGC Petro Additions 2021,Debenture,AAA,0.85 - 3.44,3.44
HDFC 364-D 29/11/2019,Commercial Paper,A1+,0.00 - 6.07,3.42
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 5.66,3.39
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 3.37,3.37
SIDBI 2020,Debenture,A1+,0.00 - 3.28,3.28
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 3.28,3.28
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 3.28,3.28
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.27,3.27
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 3.27,3.27
HDFC 364-D 26/08/2020,Commercial Paper,A1+,0.00 - 3.26,3.26
9.1% Jubilant Life Sciences 2021,Non Convertible Debenture,AA,0.78 - 3.12,3.12
9.05% Power Finance Corp. 2020,Bonds,AAA,0.00 - 2.82,2.82
Standard Chartered Invest&Loan 365-D 13/03/2020,Commercial Paper,A1+,0.00 - 2.68,2.68
8.75% Indiabulls Housing Finance 2020,Debenture,AA+,0.00 - 2.04,2.04
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 4.18,1.22
7.55% REC 2020,Debenture,AAA,0.00 - 0.69,0.69
7.55% REC 2021,Debenture,AAA,0.00 - 0.69,0.69
45. Tata Ultra Short Term Fund - Regular Plan
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 8.56,7.71
8.7545% Nabha Power 2020,Debenture,AAA,0.00 - 10.35,7.00
6.77% Larsen & Toubro 2020,Non Convertible Debenture,AAA,0.00 - 7.49,6.97
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 10.45,6.96
HDFC 354-D 10/12/2019,Commercial Paper,A1+,0.00 - 10.11,6.89
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 7.26,6.79
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 6.74,6.74
Standard Chartered Invest&Loan 365-D 13/03/2020,Commercial Paper,A1+,0.00 - 6.74,6.74
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 8.89,6.13
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 11.44,4.92
7.87% Tata Capital Financial Services 2020,Debenture,AAA,0.00 - 4.56,3.49
Cholamandalam Invest. & Fin. 364-D 04/11/2019,Commercial Paper,A1+,0.00 - 4.49,3.46
8.6% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 8.57,2.81
SIDBI 2020,Commercial Paper,A1+,0.00 - 6.03,2.05
8.7% Power Finance Corp. 2020,Bonds,AAA,0.00 - 2.15,0.70
Reserve Bank of India 364-D 02/01/2020,Treasury Bills,SOV,0.00 - 0.13,0.06
49. Union Corporate Bond Fund - Regular Plan
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 8.08,8.08
8.57% REC 2024,Bonds,AAA,0.00 - 8.01,8.01
8.58% HDFC 2022,Debenture,AAA,0.00 - 7.98,7.98
8.5383% Bajaj Finance 2022,Debenture,AAA,0.00 - 7.96,7.96
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 7.95,7.95
8.545% HDB Financial Services 2022,Non Convertible Debenture,AAA,0.00 - 7.94,7.94
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 7.90,7.90
7.24% IRFC 2021,Bonds,AAA,6.48 - 7.85,7.85
7.5% Power Finance Corp. 2021,Debenture,AAA,6.51 - 7.81,7.81
